# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.fpl.list.Construct.appendAtEnd
# Parameters: (size = 1)

# Run progress: 0,00% complete, ETA 23:36:40
# Fork: 1 of 5
# Warmup Iteration   1: 0,016 us/op
# Warmup Iteration   2: 0,016 us/op
# Warmup Iteration   3: 0,016 us/op
# Warmup Iteration   4: 0,016 us/op
# Warmup Iteration   5: 0,016 us/op
Iteration   4: 0,004 us/op
Iteration   5: 0,004 us/op

# Run progress: 32,59% complete, ETA 15:58:51
# Fork: 3 of 5
# Warmup Iteration   1: 0,005 us/op
# Warmup Iteration   2: 0,005 us/op
# Warmup Iteration   3: 0,004 us/op
# Warmup Iteration   4: 0,004 us/op
# Warmup Iteration   5: 0,004 us/op
Iteration   1: 0,004 us/op
Iteration   2: 0,004 us/op
Iteration   3: 0,004 us/op
Iteration   4: 0,004 us/op
Iteration   5: 0,004 us/op

# Run progress: 32,71% complete, ETA 15:57:10
# Fork: 4 of 5
# Warmup Iteration   1: 0,005 us/op
# Warmup Iteration   2: 0,005 us/op
# Warmup Iteration   3: 0,004 us/op
# Warmup Iteration   4: 0,004 us/op
# Warmup Iteration   5: 0,004 us/op
Iteration   1: 0,004 us/op
Iteration   2: 0,004 us/op
Iteration   3: 0,004 us/op
Iteration   4: 0,004 us/op
Iteration   5: 0,004 us/op

# Run progress: 32,82% complete, ETA 15:55:30
# Fork: 5 of 5
# Warmup Iteration   1: 0,005 us/op
# Warmup Iteration   2: 0,005 us/op
# Warmup Iteration   3: 0,004 us/op
# Warmup Iteration   4: 0,004 us/op
# Warmup Iteration   5: 0,004 us/op
Iteration   1: 0,004 us/op
Iteration   2: 0,004 us/op
Iteration   3: 0,004 us/op
Iteration   4: 0,004 us/op
Iteration   5: 0,004 us/op


Result "de.codecentric.fpl.list.Consume.recursiveSplit":
  0,004 ±(99.9%) 0,001 us/op [Average]
  (min, avg, max) = (0,004, 0,004, 0,004), stdev = 0,001
  CI (99.9%): [0,004, 0,004] (assumes normal distribution)


# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.fpl.list.Consume.recursiveSplit
# Parameters: (size = 10)

# Run progress: 32,94% complete, ETA 15:53:49
# Fork: 1 of 5
# Warmup Iteration   1: 0,417 us/op
# Warmup Iteration   2: 0,411 us/op
# Warmup Iteration   3: 0,423 us/op
# Warmup Iteration   4: 0,422 us/op
# Warmup Iteration   5: 0,409 us/op
Iteration   1: 0,407 us/op
Iteration   2: 0,421 us/op
Iteration   3: 0,421 us/op
Iteration   4: 0,421 us/op
Iteration   5: 0,408 us/op

# Run progress: 33,06% complete, ETA 15:52:09
# Fork: 2 of 5
# Warmup Iteration   1: 0,413 us/op
# Warmup Iteration   2: 0,411 us/op
# Warmup Iteration   3: 0,419 us/op
# Warmup Iteration   4: 0,419 us/op
# Warmup Iteration   5: 0,409 us/op
Iteration   1: 0,423 us/op
Iteration   2: 0,409 us/op
Iteration   3: 0,409 us/op
Iteration   4: 0,409 us/op
Iteration   5: 0,409 us/op

# Run progress: 33,18% complete, ETA 15:50:29
# Fork: 3 of 5
# Warmup Iteration   1: 0,410 us/op
# Warmup Iteration   2: 0,403 us/op
# Warmup Iteration   3: 0,418 us/op
# Warmup Iteration   4: 0,416 us/op
# Warmup Iteration   5: 0,404 us/op
Iteration   1: 0,404 us/op
Iteration   2: 0,408 us/op
Iteration   3: 0,404 us/op
Iteration   4: 0,404 us/op
Iteration   5: 0,411 us/op

# Run progress: 33,29% complete, ETA 15:48:48
# Fork: 4 of 5
# Warmup Iteration   1: 0,429 us/op
# Warmup Iteration   2: 0,419 us/op
# Warmup Iteration   3: 0,437 us/op
# Warmup Iteration   4: 0,437 us/op
# Warmup Iteration   5: 0,430 us/op
Iteration   1: 0,427 us/op
Iteration   2: 0,421 us/op
Iteration   3: 0,431 us/op
Iteration   4: 0,437 us/op
Iteration   5: 0,437 us/op

# Run progress: 33,41% complete, ETA 15:47:08
# Fork: 5 of 5
# Warmup Iteration   1: 0,415 us/op
# Warmup Iteration   2: 0,407 us/op
# Warmup Iteration   3: 0,417 us/op
# Warmup Iteration   4: 0,421 us/op
# Warmup Iteration   5: 0,422 us/op
Iteration   1: 0,413 us/op
Iteration   2: 0,409 us/op
Iteration   3: 0,423 us/op
Iteration   4: 0,411 us/op
Iteration   5: 0,415 us/op


Result "de.codecentric.fpl.list.Consume.recursiveSplit":
  0,416 ±(99.9%) 0,007 us/op [Average]
  (min, avg, max) = (0,404, 0,416, 0,437), stdev = 0,010
  CI (99.9%): [0,408, 0,423] (assumes normal distribution)


# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.fpl.list.Consume.recursiveSplit
# Parameters: (size = 100)

# Run progress: 33,53% complete, ETA 15:45:27
# Fork: 1 of 5
# Warmup Iteration   1: 5,383 us/op
# Warmup Iteration   2: 5,284 us/op
# Warmup Iteration   3: 5,287 us/op
# Warmup Iteration   4: 5,292 us/op
# Warmup Iteration   5: 5,287 us/op
Iteration   1: 5,279 us/op
Iteration   2: 5,288 us/op
Iteration   3: 5,283 us/op
Iteration   4: 5,276 us/op
Iteration   5: 5,292 us/op

# Run progress: 33,65% complete, ETA 15:43:47
# Fork: 2 of 5
# Warmup Iteration   1: 5,416 us/op
# Warmup Iteration   2: 5,328 us/op
# Warmup Iteration   3: 5,322 us/op
# Warmup Iteration   4: 5,317 us/op
# Warmup Iteration   5: 5,313 us/op
Iteration   1: 5,313 us/op
Iteration   2: 5,314 us/op
Iteration   3: 5,304 us/op
Iteration   4: 5,311 us/op
Iteration   5: 5,313 us/op

# Run progress: 33,76% complete, ETA 15:42:07
# Fork: 3 of 5
# Warmup Iteration   1: 5,458 us/op
# Warmup Iteration   2: 5,349 us/op
# Warmup Iteration   3: 5,343 us/op
# Warmup Iteration   4: 5,326 us/op
# Warmup Iteration   5: 5,329 us/op
Iteration   1: 5,334 us/op
Iteration   2: 5,337 us/op
Iteration   3: 5,334 us/op
Iteration   4: 5,335 us/op
Iteration   5: 5,327 us/op

# Run progress: 33,88% complete, ETA 15:40:26
# Fork: 4 of 5
# Warmup Iteration   1: 5,602 us/op
# Warmup Iteration   2: 5,524 us/op
# Warmup Iteration   3: 5,528 us/op
# Warmup Iteration   4: 5,532 us/op
# Warmup Iteration   5: 5,530 us/op
Iteration   1: 5,517 us/op
Iteration   2: 5,513 us/op
Iteration   3: 5,510 us/op
Iteration   4: 5,502 us/op
Iteration   5: 5,504 us/op

# Run progress: 34,00% complete, ETA 15:38:46
# Fork: 5 of 5
# Warmup Iteration   1: 5,484 us/op
# Warmup Iteration   2: 5,373 us/op
# Warmup Iteration   3: 5,381 us/op
# Warmup Iteration   4: 5,385 us/op
# Warmup Iteration   5: 5,385 us/op
Iteration   1: 5,386 us/op
Iteration   2: 5,378 us/op
Iteration   3: 5,373 us/op
Iteration   4: 5,374 us/op
Iteration   5: 5,383 us/op


Result "de.codecentric.fpl.list.Consume.recursiveSplit":
  5,363 ±(99.9%) 0,061 us/op [Average]
  (min, avg, max) = (5,276, 5,363, 5,517), stdev = 0,081
  CI (99.9%): [5,302, 5,424] (assumes normal distribution)


# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.fpl.list.Consume.recursiveSplit
# Parameters: (size = 1000)

# Run progress: 34,12% complete, ETA 15:37:05
# Fork: 1 of 5
# Warmup Iteration   1: 58,932 us/op
# Warmup Iteration   2: 58,081 us/op
# Warmup Iteration   3: 57,899 us/op
# Warmup Iteration   4: 57,839 us/op
# Warmup Iteration   5: 57,769 us/op
Iteration   1: 57,752 us/op
Iteration   2: 57,836 us/op
Iteration   3: 57,796 us/op
Iteration   4: 57,763 us/op
Iteration   5: 57,881 us/op

# Run progress: 34,24% complete, ETA 15:35:25
# Fork: 2 of 5
# Warmup Iteration   1: 60,845 us/op
# Warmup Iteration   2: 59,853 us/op
# Warmup Iteration   3: 59,791 us/op
# Warmup Iteration   4: 59,950 us/op
# Warmup Iteration   5: 60,182 us/op
Iteration   1: 60,169 us/op
Iteration   2: 60,186 us/op
Iteration   3: 60,045 us/op
Iteration   4: 59,903 us/op
Iteration   5: 59,849 us/op

# Run progress: 34,35% complete, ETA 15:33:45
# Fork: 3 of 5
# Warmup Iteration   1: 59,787 us/op
# Warmup Iteration   2: 58,757 us/op
# Warmup Iteration   3: 58,657 us/op
# Warmup Iteration   4: 58,661 us/op
# Warmup Iteration   5: 58,602 us/op
Iteration   1: 58,638 us/op
Iteration   2: 58,604 us/op
Iteration   3: 58,581 us/op
Iteration   4: 58,565 us/op
Iteration   5: 58,590 us/op

# Run progress: 34,47% complete, ETA 15:32:04
# Fork: 4 of 5
# Warmup Iteration   1: 60,337 us/op
# Warmup Iteration   2: 59,338 us/op
# Warmup Iteration   3: 59,393 us/op
# Warmup Iteration   4: 59,545 us/op
# Warmup Iteration   5: 59,618 us/op
Iteration   1: 59,480 us/op
Iteration   2: 59,650 us/op
Iteration   3: 59,724 us/op
Iteration   4: 59,579 us/op
Iteration   5: 59,319 us/op

# Run progress: 34,59% complete, ETA 15:30:24
# Fork: 5 of 5
# Warmup Iteration   1: 56,237 us/op
# Warmup Iteration   2: 55,519 us/op
# Warmup Iteration   3: 55,296 us/op
# Warmup Iteration   4: 55,353 us/op
# Warmup Iteration   5: 55,298 us/op
Iteration   1: 55,353 us/op
Iteration   2: 55,384 us/op
Iteration   3: 55,407 us/op
Iteration   4: 55,354 us/op
Iteration   5: 55,344 us/op


Result "de.codecentric.fpl.list.Consume.recursiveSplit":
  58,270 ±(99.9%) 1,257 us/op [Average]
  (min, avg, max) = (55,344, 58,270, 60,186), stdev = 1,678
  CI (99.9%): [57,013, 59,527] (assumes normal distribution)


# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.fpl.list.Consume.recursiveSplit
# Parameters: (size = 10000)

# Run progress: 34,71% complete, ETA 15:28:43
# Fork: 1 of 5
# Warmup Iteration   1: 600,958 us/op
# Warmup Iteration   2: 590,017 us/op
# Warmup Iteration   3: 590,138 us/op
# Warmup Iteration   4: 588,832 us/op
# Warmup Iteration   5: 589,442 us/op
Iteration   1: 589,801 us/op
Iteration   2: 589,575 us/op
Iteration   3: 588,586 us/op
Iteration   4: 588,565 us/op
Iteration   5: 588,196 us/op

# Run progress: 34,82% complete, ETA 15:27:03
# Fork: 2 of 5
# Warmup Iteration   1: 594,051 us/op
# Warmup Iteration   2: 581,637 us/op
# Warmup Iteration   3: 581,222 us/op
# Warmup Iteration   4: 580,444 us/op
# Warmup Iteration   5: 581,077 us/op
Iteration   1: 580,825 us/op
Iteration   2: 580,338 us/op
Iteration   3: 580,514 us/op
Iteration   4: 582,601 us/op
Iteration   5: 582,114 us/op

# Run progress: 34,94% complete, ETA 15:25:23
# Fork: 3 of 5
# Warmup Iteration   1: 610,718 us/op
# Warmup Iteration   2: 598,908 us/op
# Warmup Iteration   3: 598,509 us/op
# Warmup Iteration   4: 598,776 us/op
# Warmup Iteration   5: 597,267 us/op
Iteration   1: 596,501 us/op
Iteration   2: 596,683 us/op
Iteration   3: 598,403 us/op
Iteration   4: 595,857 us/op
Iteration   5: 596,334 us/op

# Run progress: 35,06% complete, ETA 15:23:42
# Fork: 4 of 5
# Warmup Iteration   1: 598,638 us/op
# Warmup Iteration   2: 588,972 us/op
# Warmup Iteration   3: 588,217 us/op
# Warmup Iteration   4: 586,854 us/op
# Warmup Iteration   5: 586,781 us/op
Iteration   1: 588,444 us/op
Iteration   2: 587,157 us/op
Iteration   3: 588,376 us/op
Iteration   4: 586,772 us/op
Iteration   5: 587,151 us/op

# Run progress: 35,18% complete, ETA 15:22:02
# Fork: 5 of 5
# Warmup Iteration   1: 602,996 us/op
# Warmup Iteration   2: 592,796 us/op
# Warmup Iteration   3: 592,911 us/op
# Warmup Iteration   4: 592,578 us/op
# Warmup Iteration   5: 593,303 us/op
Iteration   1: 592,619 us/op
Iteration   2: 592,192 us/op
Iteration   3: 592,136 us/op
Iteration   4: 591,550 us/op
Iteration   5: 590,717 us/op


Result "de.codecentric.fpl.list.Consume.recursiveSplit":
  589,280 ±(99.9%) 3,934 us/op [Average]
  (min, avg, max) = (580,338, 589,280, 598,403), stdev = 5,251
  CI (99.9%): [585,347, 593,214] (assumes normal distribution)


# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.scala.list.Construct.appendAtEnd
# Parameters: (size = 1)

# Run progress: 35,29% complete, ETA 15:20:21
# Fork: 1 of 5
# Warmup Iteration   1: 0,005 us/op
# Warmup Iteration   2: 0,005 us/op
# Warmup Iteration   3: 0,005 us/op
# Warmup Iteration   4: 0,005 us/op
# Warmup Iteration   5: 0,005 us/op
Iteration   1: 0,005 us/op
Iteration   2: 0,004 us/op
Iteration   3: 0,005 us/op
Iteration   4: 0,005 us/op
Iteration   5: 0,005 us/op

# Run progress: 35,41% complete, ETA 15:18:41
# Fork: 2 of 5
# Warmup Iteration   1: 0,005 us/op
# Warmup Iteration   2: 0,004 us/op
# Warmup Iteration   3: 0,004 us/op
# Warmup Iteration   4: 0,004 us/op
# Warmup Iteration   5: 0,004 us/op
Iteration   1: 0,004 us/op
Iteration   2: 0,004 us/op
Iteration   3: 0,004 us/op
Iteration   4: 0,004 us/op
Iteration   5: 0,004 us/op

# Run progress: 35,53% complete, ETA 15:17:01
# Fork: 3 of 5
# Warmup Iteration   1: 0,005 us/op
# Warmup Iteration   2: 0,004 us/op
# Warmup Iteration   3: 0,004 us/op
# Warmup Iteration   4: 0,004 us/op
# Warmup Iteration   5: 0,004 us/op
Iteration   1: 0,004 us/op
Iteration   2: 0,004 us/op
Iteration   3: 0,004 us/op
Iteration   4: 0,004 us/op
Iteration   5: 0,004 us/op

# Run progress: 35,65% complete, ETA 15:15:20
# Fork: 4 of 5
# Warmup Iteration   1: 0,005 us/op
# Warmup Iteration   2: 0,004 us/op
# Warmup Iteration   3: 0,004 us/op
# Warmup Iteration   4: 0,004 us/op
# Warmup Iteration   5: 0,004 us/op
Iteration   1: 0,004 us/op
Iteration   2: 0,004 us/op
Iteration   3: 0,004 us/op
Iteration   4: 0,004 us/op
Iteration   5: 0,004 us/op

# Run progress: 35,76% complete, ETA 15:13:40
# Fork: 5 of 5
# Warmup Iteration   1: 0,005 us/op
# Warmup Iteration   2: 0,004 us/op
# Warmup Iteration   3: 0,004 us/op
# Warmup Iteration   4: 0,004 us/op
# Warmup Iteration   5: 0,004 us/op
Iteration   1: 0,004 us/op
Iteration   2: 0,004 us/op
Iteration   3: 0,004 us/op
Iteration   4: 0,004 us/op
Iteration   5: 0,004 us/op


Result "de.codecentric.scala.list.Construct.appendAtEnd":
  0,004 ±(99.9%) 0,001 us/op [Average]
  (min, avg, max) = (0,004, 0,004, 0,005), stdev = 0,001
  CI (99.9%): [0,004, 0,005] (assumes normal distribution)


# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.scala.list.Construct.appendAtEnd
# Parameters: (size = 10)

# Run progress: 35,88% complete, ETA 15:12:00
# Fork: 1 of 5
# Warmup Iteration   1: 0,027 us/op
# Warmup Iteration   2: 0,023 us/op
# Warmup Iteration   3: 0,025 us/op
# Warmup Iteration   4: 0,025 us/op
# Warmup Iteration   5: 0,025 us/op
Iteration   1: 0,025 us/op
Iteration   2: 0,025 us/op
Iteration   3: 0,025 us/op
Iteration   4: 0,026 us/op
Iteration   5: 0,025 us/op

# Run progress: 36,00% complete, ETA 15:10:19
# Fork: 2 of 5
# Warmup Iteration   1: 0,028 us/op
# Warmup Iteration   2: 0,023 us/op
# Warmup Iteration   3: 0,025 us/op
# Warmup Iteration   4: 0,025 us/op
# Warmup Iteration   5: 0,025 us/op
Iteration   1: 0,025 us/op
Iteration   2: 0,025 us/op
Iteration   3: 0,025 us/op
Iteration   4: 0,026 us/op
Iteration   5: 0,025 us/op

# Run progress: 36,12% complete, ETA 15:08:39
# Fork: 3 of 5
# Warmup Iteration   1: 0,028 us/op
# Warmup Iteration   2: 0,023 us/op
# Warmup Iteration   3: 0,025 us/op
# Warmup Iteration   4: 0,025 us/op
# Warmup Iteration   5: 0,025 us/op
Iteration   1: 0,025 us/op
Iteration   2: 0,025 us/op
Iteration   3: 0,025 us/op
Iteration   4: 0,025 us/op
Iteration   5: 0,025 us/op

# Run progress: 36,24% complete, ETA 15:06:59
# Fork: 4 of 5
# Warmup Iteration   1: 0,028 us/op
# Warmup Iteration   2: 0,023 us/op
# Warmup Iteration   3: 0,025 us/op
# Warmup Iteration   4: 0,025 us/op
# Warmup Iteration   5: 0,026 us/op
Iteration   1: 0,025 us/op
Iteration   2: 0,025 us/op
Iteration   3: 0,026 us/op
Iteration   4: 0,026 us/op
Iteration   5: 0,025 us/op

# Run progress: 36,35% complete, ETA 15:05:18
# Fork: 5 of 5
# Warmup Iteration   1: 0,028 us/op
# Warmup Iteration   2: 0,023 us/op
# Warmup Iteration   3: 0,025 us/op
# Warmup Iteration   4: 0,025 us/op
# Warmup Iteration   5: 0,025 us/op
Iteration   1: 0,025 us/op
Iteration   2: 0,025 us/op
Iteration   3: 0,025 us/op
Iteration   4: 0,025 us/op
Iteration   5: 0,025 us/op


Result "de.codecentric.scala.list.Construct.appendAtEnd":
  0,025 ±(99.9%) 0,001 us/op [Average]
  (min, avg, max) = (0,025, 0,025, 0,026), stdev = 0,001
  CI (99.9%): [0,025, 0,025] (assumes normal distribution)


# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.scala.list.Construct.appendAtEnd
# Parameters: (size = 100)

# Run progress: 36,47% complete, ETA 15:03:38
# Fork: 1 of 5
# Warmup Iteration   1: 0,266 us/op
# Warmup Iteration   2: 0,217 us/op
# Warmup Iteration   3: 0,261 us/op
# Warmup Iteration   4: 0,261 us/op
# Warmup Iteration   5: 0,269 us/op
Iteration   1: 0,268 us/op
Iteration   2: 0,260 us/op
Iteration   3: 0,265 us/op
Iteration   4: 0,266 us/op
Iteration   5: 0,266 us/op

# Run progress: 36,59% complete, ETA 15:01:57
# Fork: 2 of 5
# Warmup Iteration   1: 0,247 us/op
# Warmup Iteration   2: 0,253 us/op
# Warmup Iteration   3: 0,241 us/op
# Warmup Iteration   4: 0,239 us/op
# Warmup Iteration   5: 0,234 us/op
Iteration   1: 0,235 us/op
Iteration   2: 0,234 us/op
Iteration   3: 0,241 us/op
Iteration   4: 0,240 us/op
Iteration   5: 0,241 us/op

# Run progress: 36,71% complete, ETA 15:00:17
# Fork: 3 of 5
# Warmup Iteration   1: 0,267 us/op
# Warmup Iteration   2: 0,217 us/op
# Warmup Iteration   3: 0,261 us/op
# Warmup Iteration   4: 0,268 us/op
# Warmup Iteration   5: 0,268 us/op
Iteration   1: 0,262 us/op
Iteration   2: 0,260 us/op
Iteration   3: 0,266 us/op
Iteration   4: 0,269 us/op
Iteration   5: 0,263 us/op

# Run progress: 36,82% complete, ETA 14:58:37
# Fork: 4 of 5
# Warmup Iteration   1: 0,267 us/op
# Warmup Iteration   2: 0,218 us/op
# Warmup Iteration   3: 0,266 us/op
# Warmup Iteration   4: 0,267 us/op
# Warmup Iteration   5: 0,265 us/op
Iteration   1: 0,268 us/op
Iteration   2: 0,260 us/op
Iteration   3: 0,262 us/op
Iteration   4: 0,263 us/op
Iteration   5: 0,268 us/op

# Run progress: 36,94% complete, ETA 14:56:56
# Fork: 5 of 5
# Warmup Iteration   1: 0,269 us/op
# Warmup Iteration   2: 0,218 us/op
# Warmup Iteration   3: 0,266 us/op
# Warmup Iteration   4: 0,261 us/op
# Warmup Iteration   5: 0,263 us/op
Iteration   1: 0,262 us/op
Iteration   2: 0,261 us/op
Iteration   3: 0,262 us/op
Iteration   4: 0,262 us/op
Iteration   5: 0,262 us/op


Result "de.codecentric.scala.list.Construct.appendAtEnd":
  0,259 ±(99.9%) 0,008 us/op [Average]
  (min, avg, max) = (0,234, 0,259, 0,269), stdev = 0,011
  CI (99.9%): [0,250, 0,267] (assumes normal distribution)


# JMH version: 1.32
# VM version: JDK 11.0.10, OpenJDK 64-Bit Server VM, 11.0.10+9
# VM invoker: C:\Program Files\AdoptOpenJDK\jdk-11.0.10.9-hotspot\bin\java.exe
# VM options: <none>
# Blackhole mode: full + dont-inline hint
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: de.codecentric.scala.list.Construct.appendAtEnd
# Parameters: (size = 1000)

# Run progress: 37,06% complete, ETA 14:55:16
# Fork: 1 of 5
# Warmup Iteration   1: 5,245 us/op
# Warmup Iteration   2: 5,056 us/op
# Warmup Iteration   3: 4,203 us/op
# Warmup Iteration   4: 4,194 us/op
# Warmup Iteration   5: 4,081 us/op
Iteration   1: 4,194 us/op
Iteration   2: 4,055 us/op
Iteration   3: 4,142 us/op
Iteration   4: 4,089 us/op
Iteration   5: 4,111 us/op

# Run progress: 37,18% complete, ETA 14:53:36
# Fork: 2 of 5
# Warmup Iteration   1: 5,258 us/op
# Warmup Iteration   2: 5,060 us/op
# Warmup Iteration   3: 4,080 us/op
# Warmup Iteration   4: 4,061 us/op
# Warmup Iteration   5: 4,065 us/op
Iteration   1: 4,060 us/op
Iteration   2: 4,200 us/op
Iteration   3: 4,059 us/op
Iteration   4: 4,062 us/op
Iteration   5: 4,059 us/op

# Run progress: 37,29% complete, ETA 14:51:55
# Fork: 3 of 5
# Warmup Iteration   1: 5,283 us/op
# Warmup Iteration   2: 5,063 us/op
